tconst,title,year,genres,rating,numVotes,directors,topCast
tt0223052,Courtship,1961,Documentary,6.7,18,Hubert Aquin | Allan Wargon | C.T. Baptista | Ansano Giannarelli,Geneviève Bujold | Forugh Farrokhzad
tt0223053,Cowboy and Indian,1972,DocumentaryMusic,7.1,10,Don Owen,
tt6832838,Burj Al Madabegh,1983,Drama,4.8,23,Ahmed Al Sabaawi,Nagwa Fouad | Azza Gamal El Din | Qadria Kamel
tt0223056,Cree Hunters of Mistassini,1974,Documentary,7.5,30,Tony Ianzelo | Boyce Richardson,
tt1541873,Lost in the Crowd,2010,BiographyDocumentary,7.3,24,Susi Graf,Kimy Hartman | Jazmine Perez | Alex Rios
tt1541874,Love,2011,DramaMusicSci-Fi,5.4,9050,William Eubank,Nancy Stelle | Ambyr Childers
tt2624956,Sasu Numbari Jawai Dus Numbri,2008,Comedy,5.8,37,Vijay Patkar,Sheetal Bankar | Diyani Deshmukh | Pradnya Jadhav
tt0237690,Greetings from Agigea,1984,ComedyDramaHistory,6.1,37,Cornel Diaconu,Doina Deleanu | Cerasela Stan | Manuela Ciucur
tt13034338,Aasha Encounter,2022,CrimeThriller,7.3,488,Anand Chandra | Ram Gopal Varma,
tt13758760,A Stand Worthy of Men,2021,ComedyDrama,7.1,3520,Ahmed al-Gendy,Amina Khalil | Sawsan Badr | Sawsan Badr
tt0237693,Sangram,1976,ActionCrimeDrama,5.0,26,Harmesh Malhotra,Reena Roy | Purnima | Aruna Irani
tt0237694,Sansar Seemantey,1975,Drama,8.9,21,Tarun Majumdar,Sandhya Roy | Sulata Chowdhury | Samita Biswas
tt0237697,Beheaded Man,1994,HorrorSci-Fi,4.7,58,Saeed Rizvi,Babra Sharif
tt0237688,Salamah,1945,DramaMusicalRomance,6.3,31,Togo Mizrahi,Umm Kulthum | Souad Zaki
tt4602818,Köpek,2015,Drama,6.6,324,Esen Isik,Beren Tuna | Çagla Akalin | Linda Çandir
tt1541881,Terrestrials,2010,DocumentaryHistorySci-Fi,6.4,9,Rene Daalder,Amelia Ralston-Okabayashi
tt4852332,Transmutation: Deep Water Horizon,2016,Horror,7.5,21,Robert Doty,Ashley Featherstone Trigg | Summer Selby | Ruthie Bolton
tt0223049,Courage to Change,1986,Documentary,6.8,15,Tanya Tree,
tt1541885,The Boy Inside,2006,Documentary,8.5,9,Marianne Kaplan,
tt1541886,The Conversion,2009,DramaMysteryThriller,8.2,37,Edward Valibus,Jessica Morgan | Katherine A. Mitchell | Tonya St. Romain
tt15433600,Khufiya,2023,ActionBiographyCrime,6.1,8203,Vishal Bhardwaj,Tabu | Wamiqa Gabbi | Azmeri Haque Badhon
tt0237680,Sacred Flesh,2000,Horror,3.3,578,Nigel Wingrove,Sally Tremaine | Moyna Cope | Kristina Bill
tt21198812,El año de la persistencia,2022,Documentary,8.1,9,Sergio Monsalve,
tt0237682,Sadayam,1992,DramaThriller,8.4,1166,Sibi Malayil,Kaveri | Maathu | Swapna Ravi
tt0237683,Sagaram Sakshi,1994,Drama,6.3,143,Sibi Malayil,Zeenath | Valsala Menon | Sreejaya Nair
tt0237686,Sajani Go Sajani,1991,Drama,7.3,21,Tarun Majumdar,Aloka Ganguly | Mahashweta Roy
tt0237687,Sakura Wars: The Movie,2001,ActionAdventureAnimation,5.5,335,Mitsuru Hongô,Chisa Yokoyama | Michie Tomizawa | Urara Takano
tt0105710,Az utolsó nyáron,1991,Drama,5.6,23,Ferenc András,Éva Igó | Judit Halász | Virág Csapó
tt0105712,Utz,1992,AdventureDrama,6.5,261,George Sluizer,Brenda Fricker | Gaye Brown | Miriam Karlin
tt0105713,Uuno Turhapuro Suomen Tasavallan Herra Presidentti,1992,Comedy,4.9,1025,Ere Kokkonen,Marjatta Raita | Marita Nordberg | Marja Korhonen
tt0105714,Uzlasma,1991,Drama,6.4,83,Oguzhan Tercan,Ayfer Gür | Nur Sürer
tt7205642,Pita Maata Santan,1997,ActionDramaRomance,5.0,6,Swapan Saha,Basanti Chatterjee | Mitali | Piyali
tt0105715,V poiskakh zolotogo fallosa,1992,ComedyCrime,2.7,40,Sebastián Alarcón,Luz Croxatto | Olga Tolstetskaya
tt0105716,V toy oblasti nebes,1992,Drama,5.8,19,Igor Chernitskiy,Larisa Guzeeva | Yuliya Menshova | Svetlana Kryuchkova
tt0105717,Vacanze di Natale '91,1991,Comedy,4.4,679,Enrico Oldoini,Ornella Muti | Nadia Rinaldi | Connie Nielsen
tt0105719,The Vagrant,1992,ComedyHorrorThriller,5.8,2219,Chris Walas,Mitzi Kapture | Colleen Camp | Patrika Darbo
tt6386600,One Hundred and Fifty Years of Life,2016,Drama,8.2,5,Yu Liu,
tt15301362,May Labor Day,2022,Drama,7.2,417,Pjer Zalica,Jasna Zalica | Tatjana Sojic | Dzenita Imamovic
tt3719194,Mondo Americana,2017,Biography,4.5,21,Ulli Lommel,Andreea Boyer | Lilith Stangenberg | Alandra Alvarez
tt19893250,Century Final,2020,Sport,8.0,8,Ibrahim Mubarak,
tt3719198,Lamp 100,2014,Drama,5.3,305,Saeed Aghakhani,Sareh Bayat
tt8232682,Freddie Mercury: Lover of Life Singer of Songs,2006,DocumentaryMusic,8.3,32,Rudi Dolezal,
tt0105721,La valle di pietra,1992,Drama,7.6,38,Maurizio Zaccaro,Klara Neroldova
tt0105723,The Waltz on the Petschora,1992,Drama,7.1,31,Lana Gogoberidze,Nino Surguladze | Marika Chichinadze | Tamari Skhirtladze
tt0105726,Velikiy muravinyy put,1992,Action,4.7,13,Igor Shavlak,Mariya Zubareva
tt0105727,Venchaniye so smertyu,1992,DramaHistory,7.2,48,Nikolay Mashchenko,Galina Sulima | Natalya Polishchuk
tt0105729,Venice/Venice,1992,DramaRomance,6.2,285,Henry Jaglom,Nelly Alard | Melissa Leo | Suzanne Bertish
tt4852272,Nelson Algren Live,2016,Documentary,6.7,15,Oscar Bucher,Martha Lavey | Kathy Scambiatterra
tt18339436,Manifesting the Mind: Footprints of the Shaman,2009,Documentary,6.8,6,Andrew Rutajit,
tt34375500,Clinton: Portrait of a Presidency,2024,Documentary,8.7,9,Cameron Downing,
tt4142022,Italiano medio,2015,Comedy,6.1,2895,Maccio Capatonda,Lavinia Longhi | Barbara Tabita | Gabriella Franchini
tt30745621,Daag Hridoye,2019,Romance,4.0,6,Tarik Sikder,Achol | Aruna Biswas | Bidya Sinha Saha
tt0105720,Valhalla,1992,ComedyDrama,8.1,27,Jonathan D. Gift,Suzan Averitt | Sandra Kinder | Lisa LeCover
tt0105735,Verlorene Landschaft,1992,Drama,8.0,39,Andreas Kleinert,Friederike Kammer | Christine Gloger | Cornelia Schmaus
tt3783740,Christmas Wedding Baby,2014,ComedyDramaFamily,6.0,80,Kiara C Jones,Ellease Aponte | Lisa Arrindell | AnnaMarie Brown
tt0105737,Vermont Is for Lovers,1992,Comedy,6.7,34,John O'Brien,Marya Cohn | Ann O'Brien | Ann Milliman
tt0105738,Versailles Rive-Gauche,1992,ComedyRomance,6.8,326,Bruno Podalydès,Isabelle Candelier | Ariane Pirié
tt0105739,Verso sud,1992,CrimeDramaRomance,6.9,52,Pasquale Pozzessere,Antonella Ponziani | Paola Bacchetti | Elvira Giannini
tt4577388,Kothanodi,2015,FantasyHorror,7.6,619,Bhaskar Hazarika,Seema Biswas | Zerifa Wahid | Urmila Mahanta
tt4142012,Emme Fahu Vindhaa Jehendhen,2015,DramaRomance,7.7,30,Ali Shifau,Mariyam Majudha
tt19893232,Tet Nay Ai Den Xong Nha,2002,Comedy,7.6,5,Luc Tran,Tran Hoang Xuan | Thu Thuy Pham | Quach Thu Phuong
tt35747850,Karon Greece Amader Desh Na Athoba Blue-Black O Transparent White,2025,Drama,7.5,11,Sudipta Laha,Tanushree Chakraborty | Rajeswari Paul
tt5949226,Into the Valli,2018,DramaThriller,8.1,331,Pat Bradley | Nick Buscarino,Nathalie Rock | Jamie Ragusa | Jeanne Mailloux
tt0105731,Veradardz avetyats yerkir,1991,DocumentaryDrama,4.1,36,Harutyun Khachatryan,Mariam Bozoyan | Raya Zurnachyan
tt0105744,The Journey,1992,AdventureDrama,7.1,870,Fernando E. Solanas,Soledad Alfaro | Christina Becerra | Ângela Correa
tt0105745,Victor's Big Score,1992,Comedy,6.9,57,Brian Anthony,Elaine Wood | Eve Annenberg | Marci Rose
tt7690900,Histórias Estranhas,2017,FantasyHorrorSci-Fi,6.4,92,Paulo Biscaia Filho | Rodrigo Brandão | Marcos DeBrito | Claudio Ellovitch,Sarah Mattos | Greta Antoine | Martha Brito
tt0105747,Video Blues,1992,Drama,7.5,43,Árpád Sopsits,Judit Danyi | Myriam Mézières | Eszter Szakács
tt0223083,La dama del alba,1950,DramaFantasyMystery,7.1,41,Emilio Gómez Muriel,Marga López | María Douglas | Prudencia Grifell
tt4156646,Teacher and Stray Cat,2015,Comedy,6.3,192,Yoshihiro Fukagawa,Kayoko Kishimoto | Kie Kitano | Sayu Kubota
tt5528558,I Wish,2023,ComedyRomance,8.0,564,Nidhi Purohit Joshi | Amit Vikas Patel,Monal Gajjar
tt32131062,Ienai Himitsu,2024,DramaFantasyRomance,6.7,73,Hayato Kawai,Kotone Furukawa | Mayu Yokota
tt0105740,Vertigem,1992,Thriller,6.8,9,Leandro Ferreira,Daniela Silverio | Isabel de Castro | Alexandra Lencastre
tt15012154,Tales from the Occult,2022,HorrorThriller,4.7,209,Fruit Chan | Chi-Keung Fung | Wesley Hoi Ip Sang,Pui-Yue Bo | Sze-Ching Chau | Cathy Chek
tt11778202,Seher Yildizi,1959,Drama,4.4,9,Saim Hercan,Fatma Girik | Muazzez Arçay | Rukiye Göreç
tt10431512,Nartai,2022,Drama,5.3,23,Vakhtang Khubutia | Gulnara Sarsenova,Sofya Skya | Anna Starchenko
tt13469602,Zach Attacks: Costa Rica Especial,2018,Reality-TV,8.0,22,Zach Delfs,
tt12793368,Onde Estão Todos os Alienígenas? Nostalgia Ciência,2018,Documentary,8.2,50,Felipe Castanhari,
tt3719158,Atomic Heart Mother,2015,DramaFantasy,4.7,1033,Ali Ahmadzadeh,Taraneh Alidoosti | Pegah Ahangarani
tt9447728,The Little Count,2018,DocumentaryHistory,9.2,44,Paul Stainthorpe,
tt35444105,A Story About Fire,2025,Animation,7.9,8,Wenyu Li,Xun Zhou
tt10431500,Miracle in Cell No. 7,2019,Drama,8.2,59506,Mehmet Ada Öztekin,Nisa Sofiya Aksongur | Deniz Baysal | Celile Toyon Uysal
tt11935566,Smyrna,2021,DramaHistoryWar,6.8,3553,Grigoris Karantinakis,Mimi Denissi | Tamilla Koulieva | Jane Lapotaire
tt3783706,Choele,2013,ComedyDrama,6.4,85,Juan Sasiaín,Guadalupe Docampo
tt7626354,Nako Dako i Tsako: Moryatsi,1974,Comedy,6.3,11,Neycho Popov,Stoyanka Mutafova
tt19893272,The Incredulous Case of Aliens the US Govt and Arnie Smith.,2022,DocumentarySci-FiThriller,7.5,31,William J Howard III,
tt12240392,Record of Monsters,2019,Action,6.3,85,Huaifu Chen,Tongyu Wang | Fuyu Yang
tt8232648,A Christmas Carol,2018,Drama,7.5,185,Tom Cairns,
tt0105702,Sweet War Farewell,1991,Drama,6.8,78,Silvano Agosti,Elisa Murolo | Eva Serafini | Camilla Serafini
tt7205630,I Feel Good,2018,ComedyDrama,5.9,1500,Benoît Delépine | Gustave Kervern,Yolande Moreau | Jana Bittnerová | Elsa Foucaud
tt2467634,Everywhere But Here,2013,Drama,7.4,15,Michal Zilberman,Ania Bukstein | Yana Goor | Hila Ofer
tt0105704,Searching for Our Class,1990,Drama,6.2,10,Gyu-deok Hwang,Park Seon-yeong
tt16227128,The Journey to the West: Demon's Child,2021,ActionComedyFantasy,5.0,103,Xiong Chen,Dongqing Hu
tt0105705,Urte ilunak,1992,Drama,7.1,48,Arantxa Lazkano,Eider Amilibia | Garazi Elorza Vadillo | Klara Badiola
tt0105706,Used People,1992,ComedyDramaRomance,6.1,1987,Beeban Kidron,Shirley MacLaine | Kathy Bates | Jessica Tandy
tt0105707,Ustritsy iz Lozanny,1994,ActionComedy,5.2,50,Vladimir Shamshurin,Vera Glagoleva | Larisa Udovichenko
tt3480386,Behind Some Dark Cloud,2015,DramaRomance,5.7,33,Chelsea Kane,Alice Barrett-Mitchell | Julia Barrett-Mitchell
tt0105708,The Usual,1992,DramaRomance,6.1,12,Eric Tretbar,Lisa Jane Todd | Amy Asland | Eleanor St. Regis
tt0105709,Out of Order,1992,Comedy,6.8,246,Knut Bohwim,Kari Simonsen | Solfrid Heier | Kirsti Sparboe
tt35904865,Distort,2025,Horror,4.1,113,Richard Waters,Charlotte Hall
tt7626364,Tula Kalnnaar Nahi,2017,Romance,7.1,72,Swapna Waghmare Joshi,Sonalee Kulkarni | Anuradha Rajadhyaksha
tt4010308,22 After,2014,Drama,6.3,29,Mark Thoma,Cheryl Berkler | Nickie Brooks | Shawn I. Chevalier
tt0369436,Four Christmases,2008,ComedyDramaRomance,5.7,84994,Seth Gordon,Reese Witherspoon | Mary Steenburgen | Sissy Spacek
tt8075430,Trouble Makers,2017,ComedyDrama,5.3,12,Xiaopan Gao,Shasha Yu
tt0105790,Waterland,1992,DramaMystery,6.5,2549,Stephen Gyllenhaal,Sinéad Cusack | Lena Headey | Camilla Hebditch
tt17663126,Shadow,2022,Drama,7.4,27,Bruce Gladwin,Sarah Mainwaring | Breanna Deleo | Melissa Bath
tt0105791,Wax or the Discovery of Television Among the Bees,1991,DramaSci-Fi,7.0,503,David Blair,Florence Ormezzano | Meg Savlov
tt0105792,Waxwork II: Lost in Time,1992,ComedyFantasyHorror,5.4,5218,Anthony Hickox,Monika Schnarre | Sophie Ward | Marina Sirtis
tt0105793,Wayne's World,1992,ComedyMusic,7.0,177833,Penelope Spheeris,Tia Carrere | Lara Flynn Boyle
tt9447768,Tawme iskole,2018,DramaFamily,6.3,17,Sunil Premarathne,Prabashi Palliyage | Melisha Yenuli | Tharuka Wanniarachchi
tt2742164,Mithunam,2012,DramaFamily,8.1,391,Tanikella Bharani,Lakshmi
tt0105796,The Cat,1991,ActionHorrorSci-Fi,6.5,814,Ngai Choi Lam,Gloria Yip | Christine Ng
tt0105797,The Shootout,1992,Action,5.4,97,Michael Mak,Suet Ngai | Fennie Yuen
tt0369434,The Three Musketeers,1962,ComedyDrama,5.5,30,Fatin Abdel Wahab,Ragaa Al-Gidawy | Samia Roshdi | Negma Ibrahim
tt0369446,Ganga Tera Pani Amrit,1971,Drama,4.6,15,Virendra Sinha,Yogeeta Bali | Nirupa Roy | Pandari Bai
tt0369447,Gauravam,1973,Drama,7.5,138,Vietnam Veetu Sundaram,Pandari Bai | Jayakumari | Usha Nandini
tt0369449,Geheim van Nantes,1969,DramaRomance,6.2,15,Dirk de Villiers,Leonie Ross | Raedawn Stevens | Milla Louw
tt0369441,Fun with Dick and Jane,2005,ComedyCrime,6.2,158901,Dean Parisot,Téa Leoni | Angie Harmon | Gloria Garayua
tt10010814,Turtle,2018,Drama,6.7,156,Dinesh S. Yadav,Jyoti Bhardwaj | Plabita Borthakur
tt4142090,Ama-San,2016,Documentary,6.9,217,Cláudia Varejão,
tt4142094,Threebound,2019,ComedyRomance,6.2,112,Daryl Ferrara | Kate Forsatz,Kate Forsatz | Laura Gilreath | Maryn James
tt8075402,Room 9,2021,DramaHorrorThriller,2.0,428,Thomas Walton,Scout Taylor-Compton | Renee Chambers-Liciaga
tt3719138,The Lost Signal of Democracy,2014,Documentary,7.8,57,Yorgos Avgeropoulos,
tt0369410,The Eyes,1998,Horror,5.0,12,George Kithu,
tt0369412,Fading,2003,Drama,6.4,22,Mike Yurinko,Catherine Anne Burns | Erica Childs | Sharon Glassman
tt0369424,The Horror Vault Vol.1,2008,HorrorThriller,3.9,242,Rusty Apper | David Boone | Josh Card | Mark Marchillo,Claire Ross-Brown | Sally Wells Cook | Elisa Richardson
tt10577854,Surge of Dawn,2019,Action,7.3,43,Alexander Fernandez,Victoria Amber | Victoria Amber | Michelle Bernard
tt9026262,Rich Piana Chronicles,2018,Documentary,6.1,189,Vlad Yudin,
tt12240332,The Adventures of Bandit and Wild Wes,2021,AdventureComedyWestern,8.1,28,Travis Mills,Anouschka Alexa | Lucy Blair | Zoey Jean Blair
tt4720596,Curvature,2017,MysterySci-FiThriller,4.7,3261,Diego Hallivis,Lyndsy Fonseca | Linda Hamilton
tt22003184,La Insubordinación de los Privilegiados,2019,Documentary,6.4,5,Nicolás Kreplak,
tt0105755,Husbands and Lovers,1991,DramaRomance,4.6,500,Mauro Bolognini,Joanna Pacula | Lara Wendel | Jeanne Valérie
tt0105756,Ville à vendre,1992,ComedyCrime,5.9,154,Jean-Pierre Mocky,Lauren Grandt | Bernadette Lafont | Dominique Lavanant
tt0105758,Vinovata li ya...,1992,Romance,7.6,20,Nikolai Gibu,Klara Luchko | Svetlana Kryuchkova | Korina Druk
tt0105759,Violent Shit II,1992,Horror,3.8,632,Andreas Schnaas,Anke Prothmann | Claudia von Bihl
tt26489336,Sleep Call,2023,DramaThriller,6.7,548,Fajar Nugros,Laura Basuki | Laura Basuki | Della Dartyan
tt6254884,Black,1975,ActionCrimeDrama,4.6,7,Nasser Mohammadi,Maloosak | Asieh Sadr
tt11646442,Tootu Madike,2022,ComedyDramaMystery,7.0,837,Chandra Keerthi,Pavana Gowda | Sitara
tt8075474,The Undercover Gambler,2017,Action,7.2,20,Feng Gao | Frank Tian,Cindy Chang
tt4024906,Katutura,2015,ActionDrama,7.0,43,Florian Schott,Prisca Anyolo | Mara Baumgartner | Rochelle Besser
tt4313646,I Am Nojoom Age 10 and Divorced,2014,Drama,6.9,606,Khadija Al-Salami,Reham Mohammed | Naziha Alansi | Rana Mohammed
tt6097002,Toro,2016,CrimeDrama,6.7,21,Edu Felistoque,Priscilla Alpha | Naruna Costa
tt0105750,The Bohemian Life,1992,ComedyDramaRomance,7.6,6905,Aki Kaurismäki,Evelyne Didi | Christine Murillo | Sylvie Van den Elsen
tt0105751,La vie fantôme,1992,DramaRomance,6.8,78,Jacques Leduc,Pascale Bussières | Johanne-Marie Tremblay | Élise Guilbault
tt0105752,Old Rascal,1992,ComedyCrimeThriller,6.1,355,Gérard Jourd'hui,Anna Galiena | Catherine Frot | Maaike Jansen
tt6097006,Life Imitation,2017,Documentary,6.7,17,Zhou Chen,
tt25260658,Jackpot Island: Kumanthong Returns,2022,HorrorThriller,3.2,87,Le Binh Giang,Hoang Yen Chibi | Phuong Lan | Sam
tt0105766,Vivir por nada,1992,DramaMusic,3.5,17,Javier Sacristán,Mabel Lozano
tt0105768,La voix,1992,Drama,6.0,38,Pierre Granier-Deferre,Nathalie Baye | Laura Morante | Anna Di Pietra
tt6254870,The Patron,1977,Drama,3.4,6,Azizollah Rafie,Aram | Tooti Salimi | Giti Forouhar
tt11646456,The Calming,2020,Drama,5.9,67,Fang Song,Xi Qi
tt0105761,Virgina,1991,Drama,7.6,617,Srdjan Karanovic,Marta Keler | Inka Gogálová | Matija Prskalo
tt0105762,Virodhi,1992,Drama,4.4,77,Rajkumar Kohli,Harsha Mehra | Anita Raj
tt10984784,Histórias Cruzadas,2018,Documentary,7.8,5,Marc Dourdin,
tt26489351,Jagamerigina Satyam,2025,Drama,8.0,1992,Tirupathi Pale,Neelima
tt0105764,Visions of Light,1992,DocumentaryHistory,7.7,3396,Arnold Glassman | Todd McCarthy | Stuart Samuels,
tt0105776,Vynos tela,1992,DramaThriller,6.3,26,Valeri Lonskoy,Natalya Petrova | Alyona Lisovskaya
tt0105777,Sergeant Körmy and the South Pacific,1992,Comedy,4.6,553,Ere Kokkonen,Elina Pohjanpää | Maria Melin | Mari Vainio
tt0105779,The True Story About Men and Women,1992,Comedy,4.3,32,Robert van Ackeren,Sonja Kirchberger | Gudrun Gabriel | Andréa Ferréol
tt10010852,F-Word,2021,Comedy,7.6,8,Heidi Germaine Schnappauf,Jessica O'Hara-Baker | Juliet Biscotti | Beverly Brennan
tt14959110,Playful,2021,DramaFamilySport,1.9,24,Nadereh Torkamani,Fatemeh Zahra Mirzazadeh | Naeimeh Nezamdoost
tt6254864,Ateej,2016,Drama,7.0,42,Ahmad Alkhalaf,Haifaa Adel | Nour Al Ghandour | Rawan Mahdi
tt4577344,ClownTown,2016,HorrorThriller,3.8,1724,Tom Nagel,Lauren Compton | Katie Keene | Maryanne Nagel
tt10984792,Babymetal: Legend- S: Baptism Xx,2018,DocumentaryMusic,8.4,18,Chikara Tanaka,Babymetal | Moa Kikuchi | Yui Mizuno
tt0105771,Vostochnyy roman,1992,DramaHistory,3.7,21,Viktor Titov,Larisa Belogurova | Nona Petrosyan | Olga Volkova
tt0105772,Voyage à Rome,1992,ComedyDrama,4.8,63,Michel Lengliney,Suzanne Flon | Lucrezia Lante della Rovere | Arlette Didier
tt0105773,Vozdushnye piraty,1992,ActionComedy,4.1,30,Ivan Gorobets,Galina Belyaeva | Natalya Khorokhorina | Irina Averyanova
tt0105774,Vremya vashey zhizni,1992,Drama,5.3,11,Oleg Fomin,Olga Zhulina | Elena Bushueva
tt0105775,Vsetko co mam rad,1993,Drama,6.9,244,Martin Sulík,Gina Bellman | Zdena Studenková | Viera Topinkova
tt0369456,The Olive Branch,1962,DramaRomance,6.5,75,El Sayed Bedeir,Soad Hosny
tt5239004,Pagan Invasion Volume 2: Invasion of the Godmen,1991,Documentary,5.0,17,,
tt0105789,The Waterdance,1992,ComedyDramaRomance,6.8,4269,Neal Jimenez | Michael Steinberg,Helen Hunt | Elizabeth Peña | Eva Rodriguez
tt10274544,Riviera,2024,Drama,6.6,28,Orfeas Peretzis,Eva Samioti | Maria Apostolakea | Myrto Meitani-Kastrinaki
tt4024944,Main Aur Charles,2015,ActionBiographyCrime,6.2,1855,Prawaal Raman,Anastasia Fullfina | Dijana Dejanovic | Kanika Kapoor
tt4577332,12 Deep Red Nights,2015,CrimeHorrorMystery,4.9,111,In-chun Oh,
tt3719100,The Gleaners,2014,DocumentaryDrama,8.7,10,Ye Zuyi,
tt0369461,Women in Rock,1980,DocumentaryMusic,5.6,193,Wolfgang Büld,
tt4010302,Aranmanai,2014,ComedyDramaHorror,5.3,1337,Sundar C. | Manoj Yerunkar,Hansika Motwani | Andrea Jeremiah | Raai Laxmi
tt0105782,Warrior: The Life of Leonard Peltier,1991,CrimeDocumentary,8.1,28,Suzie Baer,
tt0105783,Warsaw: Year 5703,1992,DramaRomanceWar,6.4,198,Janusz Kijowski,Hanna Schygulla | Julie Delpy
tt0105784,Was Sie nie über Frauen wissen wollten,1992,ComedyDrama,5.6,10,Lothar Lambert,Dennis Buczma | Doreen Heins | Dorothea Moritz
tt0105785,The Washing Machine,1993,CrimeDramaHorror,5.3,947,Ruggero Deodato,Ilaria Borrelli | Katarzyna Figura | Barbara Ricci
tt4010306,Jigariyaa,2014,Drama,5.0,327,Raj Purohit,Cherry Mardia | Sneha Deori | Vineeta Malik
tt0105786,Kindan no sono: Za seifuku rezu,1992,Drama,7.7,11,Takahisa Zeze,Yumika Hayashi | Ichiko Kamata | Kanako Kishi
tt0369467,Going Under,1998,Horror,3.5,91,William Hellfire,Erin Brown | Leslie Loves | Chelsea Mundae
tt2624852,Gangoobai,2012,DramaFamily,7.7,336,Priya Krishnaswamy,Sarita Joshi | Mita Vashisht | Gopi Desai
tt31194884,Som vi har älskat,2024,Documentary,7.1,31,Gustav Ågerstrand,
tt25260562,Unacceptable Views,2022,Documentary,6.5,21,Mitch Fillion,
tt32566980,The Birthday Boy,2024,DramaMysteryThriller,8.2,3048,Whisky,Shravanthi Anand
tt8364446,Trunk,2018,Horror,4.4,50,Rishika Sharma,Aruna Balraj | Vaishali Deepak | Sundarashree
tt27426183,Seven Days,2023,Drama,7.3,25,Grace Wu,Yahui Xu | Ong Xuan
tt2624866,Die Präsenz,2014,Horror,4.1,1562,Daniele Grieco,Liv Lisa Fries | Susanne Reuter
tt29115028,A Boy and a Girl,2023,Drama,6.2,33,Li-da Hsu,Chien-Lei Yin | Kris Kuan | Ya-Ling Chang
tt1541705,Des...,2010,Drama,7.1,9,Manuel Rios-Zertuche,Angela Almodobar | Elisabeth Angulo | Carla Antonella
tt17677714,Omoiyari: A Song Film by Kishi Bashi,2022,DocumentaryHistoryMusic,8.3,73,Kishi Bashi | Justin Taylor Smith,
tt13034494,The Tremor,2020,Mystery,8.0,7,Balaji Vembu Chelli,Semmalar Annam
tt13034498,Bosomy Elder Sister-in-law,2019,Romance,6.5,6,Lee Dong-Joon,
tt0369370,Dominoes,2003,DramaRomance,6.5,12,Cole Drumb,Farah Cabrera | Taryn Darr | Shannon Hillary
tt0369371,The Dim Light,1961,DramaRomance,5.9,27,Fatin Abdel Wahab,Soad Hosny | Shouweikar | Ragaa Al-Gidawy
tt13758684,Fortune Favors Lady Nikuko,2021,AnimationComedyDrama,6.8,1040,Ayumu Watanabe,Shinobu Ôtake | Cocomi | Izumi Ishii
tt10274466,Hunting Evil,2019,Thriller,1.9,49,Charles Peterson,Orchid Tao
tt23808016,A Not So Merry Christmas,2022,ComedyFantasy,4.7,1134,Mark Alazraki,Ana Brenda Contreras | María Rojo | Paula Espinosa
tt11107872,Trinity Traveler,2019,AdventureDramaRomance,6.1,73,Rizal Mantovani,Maudy Ayunda | Rachel Amanda | Anggika Bolsterli
tt1541720,Druciki,2010,Comedy,5.5,19,Aleksandra Gowin | Ireneusz Grzyb,Aleksandra Bednarz | Barbara Lauks | Patrycja Planik
tt0237513,To nyfopazaro,1969,ComedyRomance,4.7,23,Kostas Asimakopoulos,Eleni Anousaki | Popi Asteriadi | Vilma Kirou
tt15722720,Marigold,2024,ComedyThriller,8.7,68,Raghavendra M. Naik,Sangeetha Sringeri
tt1791441,A Lesson of Love,2014,DramaRomance,5.7,38,Michael McAlexander,Constance Brenneman | Ina Barrón | Zoe Bournelis
tt0237516,Olenya okhota,1982,War,5.3,25,Yuri Boretsky,Yevgeniya Sabelnikova
tt0237517,Olga Robards,1989,ActionCrimeDrama,6.7,73,Hristos Vakalopoulos,Olia Lazaridou | Evri Sophroniadou | Anna Kokkinou
tt0933361,Dikari,2006,Comedy,6.4,728,Viktor Shamirov,Irina Novak | Natalia Dufraisse
tt0237518,Beautiful Days,1970,ComedyDramaMusical,6.1,48,Kostas Asimakopoulos,Alexandra Ladikou | Vilma Kirou | Eleni Anousaki
tt17677734,Really Good Rejects,2022,DocumentaryMusic,9.3,22,Alice Gu,Phoebe Bridgers | Carrie Brownstein | Madison Cunningham
tt9301312,Od Tatier po Azovské more,1942,DocumentaryWar,4.0,7,Ivan J. Kovacevic,
tt0815490,Acne,2008,ComedyDrama,5.1,503,Federico Veiroj,Ana Julia Catalá | Ana Julia Catalá | Laura Piperno
tt14891930,Before Next Spring,2021,Drama,6.7,78,Gen Li,Xi Qi | Tian Qiu | Sylvia Chang
tt19761454,Ember's Edge,2025,Thriller,3.8,30,Edgar Alejandro,Edith Bahena | Danielle Chambers
tt6675536,Holy Hustle,2017,Comedy,6.1,19,Mark A. Cummings,Lisa Y. Banks-Sparrow | Marvia Campbell | M. Darlene Carson
tt28296039,Australia's Open,2023,DocumentarySport,7.0,30,Ili Bare,
tt0237501,Ninth Happiness,1998,ComedyMusicalRomance,5.6,185,Clifton Ko,Chien-Lien Wu | Amanda Lee | Gigi Lai
tt0237503,Noch na chetvyortom kruge,1981,Drama,3.3,11,Igor Usov,Olga Ageyeva | Tatyana Ivanova | Lyudmila Shagalova
tt0933352,Black Diamonds: Mountaintop Removal & the Fight for Coalfield Justice,2006,Documentary,8.7,19,Catherine Pancake,Lauren Graham
tt4024764,Slash 2,2014,DramaHorrorThriller,6.8,60,Jack Stanis,Pamela Ray Argandona | Schyler Coghlan | Julia Falkner
